HCO_pbe, -113.7733934118, -113.7742370701, -113.7725512206, -113.7743921069, -113.7723963593, -113.7742178040, -113.7725695207
HCO_scan0, -113.8284642262, -113.8292942441, -113.8276354157, -113.8294607441, -113.8274691566, -113.8292778810, -113.8276509999
HCO_scan, -113.8539133684, -113.8547472159, -113.8530808269, -113.8549067811, -113.8529214646, -113.8547278590, -113.8530993259
HCO_spw92, -113.7733934118, -113.7742370701, -113.7725512206, -113.7743921069, -113.7723963593, -113.7742178040, -113.7725695207
HF_ccsd, -100.0612497364, -100.0616732904, -100.0608262913, -100.0616732904, -100.0608262913, -100.0614866818, -100.0610129718
HF_pbe0, -100.3920145848, -100.3924496268, -100.3915796879, -100.3924496268, -100.3915796879, -100.3922680004, -100.3917613829
HF_pbe, -100.3928756452, -100.3933188590, -100.3924326025, -100.3933188590, -100.3924326025, -100.3931393875, -100.3926121395
HF_scan0, -100.4409335244, -100.4413637079, -100.4405034734, -100.4413637079, -100.4405034734, -100.4411806404, -100.4406866125
HF_scan, -100.4584023201, -100.4588364768, -100.4579683101, -100.4588364768, -100.4579683101, -100.4586551272, -100.4581497307
HF_spw92, -100.3928756452, -100.3933188590, -100.3924326025, -100.3933188590, -100.3924326025, -100.3931393875, -100.3926121395
HO2_ccsd, -150.2400071785, -150.2407322796, -150.2392824479, -150.2408205771, -150.2391945439, -150.2408199512, -150.2391946683
HO2_pbe0, -150.8157313542, -150.8164748091, -150.8149883587, -150.8165492983, -150.8149142753, -150.8165556544, -150.8149073618
HO2_pbe, -150.8290233784, -150.8297826172, -150.8282646740, -150.8298537980, -150.8281939032, -150.8298558622, -150.8281912379
HO2_scan0, -150.8885021465, -150.8892375432, -150.8877671792, -150.8893118497, -150.8876932708, -150.8893201997, -150.8876843815
HO2_scan, -150.9237941842, -150.9245379121, -150.9230509259, -150.9246084196, -150.9229808153, -150.9246150049, -150.9229736679
HO2_spw92, -150.8290233784, -150.8297826172, -150.8282646740, -150.8298537980, -150.8281939032, -150.8298558622, -150.8281912379
N2_ccsd, -108.9856991311, -108.9864725399, -108.9849260441, -108.9864725399, -108.9849260441, -108.9865648418, -108.9848341837
N2_pbe0, -109.4453389082, -109.4461036825, -109.4445744785, -109.4461036825, -109.4445744785, -109.4462107060, -109.4444679729
N2_pbe, -109.4524995749, -109.4532670116, -109.4517325090, -109.4532670116, -109.4517325090, -109.4533810682, -109.4516190178
N2_scan0, -109.4994664987, -109.5002285624, -109.4987047646, -109.5002285624, -109.4987047646, -109.5003335512, -109.4986002734
N2_scan, -109.5242270626, -109.5249875095, -109.5234669554, -109.5249875095, -109.5234669554, -109.5250997725, -109.5233552188
N2_spw92, -109.4524995749, -109.4532670116, -109.4517325090, -109.4532670116, -109.4517325090, -109.4533810682, -109.4516190178
OH_ccsd, -75.4218315847, -75.4223318409, -75.4213315547, -75.4222342605, -75.4214290214, -75.4223946120, -75.4212693952
OH_pbe0, -75.6866090162, -75.6870213985, -75.6861967761, -75.6871204063, -75.6860979225, -75.6871698552, -75.6860491043
OH_pbe, -75.6839038986, -75.6843233293, -75.6834846316, -75.6844247939, -75.6833833559, -75.6844672967, -75.6833414862
OH_scan0, -75.7298409339, -75.7302482410, -75.7294337570, -75.7303468856, -75.7293352528, -75.7304002241, -75.7292825443
OH_scan, -75.7415957890, -75.7420058719, -75.7411858467, -75.7421062366, -75.7410856414, -75.7421551795, -75.7410373319
OH_spw92, -75.6839038986, -75.6843233293, -75.6834846316, -75.6844247939, -75.6833833559, -75.6844672967, -75.6833414862
